REFERENCE: doi,FORMULA,PROPERTY: Type of phases,PROPERTY: Single/Multiphase,PROPERTY: synthesis method,PROPERTY: grain size ($\mu$m),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: comment,Unnamed: 19,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Hf,Li,Mg,Mn,Mo,Nb,Ni,Pd,Re,Sc,Si,Ta,Ti,V,W,Y,Zn,Zr,Density_g_cc_ROM,VEC,Pugh_Ratio,Cauchy_Pressure,YS_1300C_MPa,Solidus_K_TC,Liquidus_K_TC,Solidus_C_TC,Liquidus_C_TC,THCD_25C_W_mK,ST_LT_TIMEOUT
10.1016/j.scriptamat.2018.08.048,Al0.3CoCrFeNi,FCC + B2 + Sigma,M,CR + A,0.71 $\pm$ 0.35,,,T,25.0,900,1074,25,,,,,,,,0.0,0.0697674418604651,0.0,0.0,0.0,0.2325581395348837,0.2325581395348837,0.0,0.2325581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2325581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.823720930232558,7.883720930232558,2.0189642596644783,47.61860465116281,109.4013305938485,1650.8163514816176,1675.7424710593043,1377.6663514816178,1402.5924710593044,,False
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15,FCC + BCC,M,AC,75,,,C,25.0,219,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7833,7.65,2.07514450867052,78.43,0.1476306793027152,1554.045891799013,1595.223202969359,1280.895891799013,1322.073202969359,,False
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15Al2,FCC + BCC,M,AC,,,,C,25.0,354,,,,,,,,,,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.196078431372549,0.0,0.392156862745098,0.0,0.0,0.0,0.0,0.2450980392156862,0.0,0.0,0.1470588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.683627450980392,7.558823529411765,2.0883190883190883,77.79803921568627,37.08309093311307,1573.3185186848314,1689.0118779520735,1300.1685186848313,1415.8618779520734,,False
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15Al6,FCC + BCC,M,AC,,,,C,25.0,550,,,,,,,,,,0.0,0.0566037735849056,0.0,0.0,0.0,0.0,0.1886792452830188,0.0,0.3773584905660377,0.0,0.0,0.0,0.0,0.2358490566037736,0.0,0.0,0.1415094339622641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.49556603773585,7.386792452830189,2.1135734072022165,76.60566037735849,142.44903087578913,1593.0007884465829,1786.9072453542562,1319.850788446583,1513.7572453542562,,False
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15Al10,B2 + BCC,M,AC,175,,,C,25.0,994,,,,,,,,,,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.3636363636363636,0.0,0.0,0.0,0.0,0.2272727272727272,0.0,0.0,0.1363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.321181818181818,7.227272727272727,2.137466307277628,75.49999999999997,226.39064015398168,1655.7274721546394,1841.424158806121,1382.5774721546395,1568.2741588061212,,False
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15Al14,B2 + BCC,M,AC,175,,,C,25.0,942,,,,,,,,,,0.0,0.1228070175438596,0.0,0.0,0.0,0.0,0.1754385964912281,0.0,0.3508771929824562,0.0,0.0,0.0,0.0,0.2192982456140351,0.0,0.0,0.131578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.159035087719299,7.078947368421053,2.1601049868766404,74.4719298245614,284.38316022927864,1703.6187656494858,1875.8828188366847,1430.4687656494857,1602.7328188366846,,False
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15,FCC + BCC,M,AC,,,,C,400.0,132,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7833,7.65,2.07514450867052,78.43,0.1476306793027152,1554.045891799013,1595.223202969359,1280.895891799013,1322.073202969359,,False
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15Al2,FCC + BCC,M,AC,,,,C,400.0,260,,,,,,,,,,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.196078431372549,0.0,0.392156862745098,0.0,0.0,0.0,0.0,0.2450980392156862,0.0,0.0,0.1470588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.683627450980392,7.558823529411765,2.0883190883190883,77.79803921568627,37.08309093311307,1573.3185186848314,1689.0118779520735,1300.1685186848313,1415.8618779520734,,False
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15Al6,FCC + BCC,M,AC,,,,C,400.0,469,,,,,,,,,,0.0,0.0566037735849056,0.0,0.0,0.0,0.0,0.1886792452830188,0.0,0.3773584905660377,0.0,0.0,0.0,0.0,0.2358490566037736,0.0,0.0,0.1415094339622641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.49556603773585,7.386792452830189,2.1135734072022165,76.60566037735849,142.44903087578913,1593.0007884465829,1786.9072453542562,1319.850788446583,1513.7572453542562,,False
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15Al10,B2 + BCC,M,AC,,,,C,400.0,943,,,,,,,,,,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.3636363636363636,0.0,0.0,0.0,0.0,0.2272727272727272,0.0,0.0,0.1363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.321181818181818,7.227272727272727,2.137466307277628,75.49999999999997,226.39064015398168,1655.7274721546394,1841.424158806121,1382.5774721546395,1568.2741588061212,,False
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15Al14,B2 + BCC,M,AC,,,,C,400.0,833,,,,,,,,,,0.0,0.1228070175438596,0.0,0.0,0.0,0.0,0.1754385964912281,0.0,0.3508771929824562,0.0,0.0,0.0,0.0,0.2192982456140351,0.0,0.0,0.131578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.159035087719299,7.078947368421053,2.1601049868766404,74.4719298245614,284.38316022927864,1703.6187656494858,1875.8828188366847,1430.4687656494857,1602.7328188366846,,False
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15,FCC + BCC,M,AC,,,,C,600.0,115,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7833,7.65,2.07514450867052,78.43,0.1476306793027152,1554.045891799013,1595.223202969359,1280.895891799013,1322.073202969359,,False
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15Al2,FCC + BCC,M,AC,,,,C,600.0,155,,,,,,,,,,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.196078431372549,0.0,0.392156862745098,0.0,0.0,0.0,0.0,0.2450980392156862,0.0,0.0,0.1470588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.683627450980392,7.558823529411765,2.0883190883190883,77.79803921568627,37.08309093311307,1573.3185186848314,1689.0118779520735,1300.1685186848313,1415.8618779520734,,False
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15Al6,FCC + BCC,M,AC,,,,C,600.0,272,,,,,,,,,,0.0,0.0566037735849056,0.0,0.0,0.0,0.0,0.1886792452830188,0.0,0.3773584905660377,0.0,0.0,0.0,0.0,0.2358490566037736,0.0,0.0,0.1415094339622641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.49556603773585,7.386792452830189,2.1135734072022165,76.60566037735849,142.44903087578913,1593.0007884465829,1786.9072453542562,1319.850788446583,1513.7572453542562,,False
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15Al10,B2 + BCC,M,AC,,,,C,600.0,359,,,,,,,,,,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.3636363636363636,0.0,0.0,0.0,0.0,0.2272727272727272,0.0,0.0,0.1363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.321181818181818,7.227272727272727,2.137466307277628,75.49999999999997,226.39064015398168,1655.7274721546394,1841.424158806121,1382.5774721546395,1568.2741588061212,,False
10.1016/j.jallcom.2018.08.093,Fe40Mn25Cr20Ni15Al14,B2 + BCC,M,AC,,,,C,600.0,326,,,,,,,,,,0.0,0.1228070175438596,0.0,0.0,0.0,0.0,0.1754385964912281,0.0,0.3508771929824562,0.0,0.0,0.0,0.0,0.2192982456140351,0.0,0.0,0.131578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.159035087719299,7.078947368421053,2.1601049868766404,74.4719298245614,284.38316022927864,1703.6187656494858,1875.8828188366847,1430.4687656494857,1602.7328188366846,,False
10.1016/j.actamat.2013.06.018,CoCrFeMnNi,FCC,S,CR + A,4.4,,,T,25.0,370,670,56,,,,,,switched to engineering stress strain ,https://doi.org/10.1016/j.actamat.2013.06.018,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0604,8.0,2.1200523388943413,71.54,0.0249708345068535,1556.5590839061051,1594.8756466345571,1283.409083906105,1321.725646634557,,False
10.1016/j.actamat.2017.03.069,Co10Cr10Fe50Mn30,FCC + HCP,M,A,45,,,T,25.0,250,730,50,,,,,,switched to engineering stress strain ,,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.782999999999999,7.6,2.2111959287531806,85.19000000000001,0.0773204076206202,1603.0456153269458,1628.8851074432084,1329.895615326946,1355.7351074432086,,False
10.1016/j.actamat.2017.03.069,Co10Cr10Fe50Mn30,FCC + HCP,M,CR + A,4.5,,,T,25.0,330,870,75,,,,,,switched to engineering stress strain ,,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.782999999999999,7.6,2.2111959287531806,85.19000000000001,0.0773204076206202,1603.0456153269458,1628.8851074432084,1329.895615326946,1355.7351074432086,,False
10.1016/j.actamat.2017.03.069,Co10Cr10Fe50Mn30,FCC + HCP,M,CR + A,6,,,T,25.0,280,800,65,,,,,,switched to engineering stress strain ,,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.782999999999999,7.6,2.2111959287531806,85.19000000000001,0.0773204076206202,1603.0456153269458,1628.8851074432084,1329.895615326946,1355.7351074432086,,False
10.1016/j.actamat.2017.03.069,Co10Cr10Fe50Mn30,FCC + HCP,M,CR + A,15,,,T,25.0,350,830,63,,,,,,switched to engineering stress strain ,,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.782999999999999,7.6,2.2111959287531806,85.19000000000001,0.0773204076206202,1603.0456153269458,1628.8851074432084,1329.895615326946,1355.7351074432086,,False
10.1038/s41598-017-16509-9,Co10Cr10Fe50Mn30,FCC + HCP,M,HR + A,6.5,,,T,25.0,298,1400,45,,,,,,removed true stress strain values,,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.782999999999999,7.6,2.2111959287531806,85.19000000000001,0.0773204076206202,1603.0456153269458,1628.8851074432084,1329.895615326946,1355.7351074432086,,False
10.1038/s41598-017-16509-9,Co10Cr10Fe50Mn30,FCC + HCP,M,HR + A,5.2,,,T,25.0,400,1200,42,,,,,,removed true stress strain values,,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.782999999999999,7.6,2.2111959287531806,85.19000000000001,0.0773204076206202,1603.0456153269458,1628.8851074432084,1329.895615326946,1355.7351074432086,,False
10.1016/j.matlet.2017.04.072,Al7Co23Cr23Fe23Ni23,FCC + B2,M,,0.7,,,T,25.0,860,1050,48,,,,,,"Data extracted from Table 6, does not belong in below data",,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
10.1016/j.matlet.2017.04.072,Al7Co23Cr23Fe23Ni23,FCC + B2,M,,2.7,,,T,25.0,690,930,51,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
10.1016/j.matlet.2017.04.072,Al7Co23Cr23Fe23Ni23,FCC + B2,M,,3.8,,,T,25.0,550,800,64,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
10.1016/j.matlet.2017.04.072,Al7Co23Cr23Fe23Ni23,FCC,S,,53,,,T,25.0,260,620,87,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
10.1016/j.matlet.2017.04.072,Al7Co23Cr23Fe23Ni23,FCC + BCC,M,CR + A,,,,,,,,,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
10.1016/j.scriptamat.2016.06.019,Al7Co23Cr23Fe23Ni23,FCC,S,CR + A,,,,,,,,,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
10.1016/j.scriptamat.2016.06.019,Al7Co23Cr23Fe23Ni23,FCC + L12,M,CR + A,,,,,,,,,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
10.1016/j.scriptamat.2016.06.019,Al7Co23Cr23Fe23Ni23,FCC + L12,M,CR + A,,,,,,,,,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
10.1016/j.matdes.2017.02.072,Al7Co23Cr23Fe23Ni23,FCC,S,CR + A,144,,,T,25.0,159,410,65,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
10.1016/j.matdes.2017.02.072,Al7Co23Cr23Fe23Ni23,FCC + B2,M,CR + A,144,,,T,25.0,215,520,43,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
10.1016/j.matdes.2017.02.072,Al7Co23Cr23Fe23Ni23,FCC + L12,M,CR + A,144,,,T,25.0,285,540,55,,,,,,,,0.0,0.0707070707070707,0.0,0.0,0.0,0.2323232323232323,0.2323232323232323,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323232323232323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818545454545454,7.878787878787879,2.019663767013675,47.61717171717173,110.94690792826952,1649.65498497922,1674.9974036135102,1376.50498497922,1401.8474036135103,,False
